gene	disease_1	disease_2	disease_3	disease_4	disease_5	disease_6	disease_7	disease_8	disease_9	disease_10	disease_11	disease_12	disease_13	disease_14	disease_15
80279	MIM608202														
8028	MIM601626	MIM602409													
8029	MIM261100	MIM602997													
8030	MIM188550	MIM601985													
80303	MIM611617														
80306	MIM610311														
80308	MIM610595														
80309	MIM611646														
8031	MIM188550	MIM601984													
80310	MIM609673														
80312	MIM607790														
80314	MIM610999														
80315	MIM610607														
80317	MIM612791														
80318	MIM611356														
80319	MIM611645														
80320	MIM608613														
80321	MIM614310														
80324	MIM600462	MIM608109													
80325	MIM608308														
80326	MIM150400	MIM224750	MIM257980	MIM606268											
80328	MIM605698														
80329	MIM605697														
80331	MIM162350	MIM611203													
80332	MIM607114														
80333	MIM608182														
80335	MIM611059														
80339	MIM609567														
8034	MIM139080														
80341	MIM614108														
80342	MIM608255														
80343	MIM614289														
80344	MIM613317														
80346	MIM609349														
80347	MIM609855														
80349	MIM609540														
80350	MIM611682														
80351	MIM607128														
80352	MIM607524														
8036	MIM602775	MIM607721													
8038	MIM602714														
80380	MIM605723														
80381	MIM605715														
8039	MIM176770														
8041	MIM186710														
8045	MIM143023														
8048	MIM212110	MIM600824	MIM607482	MIM612124											
805	MIM114182														
8050	MIM245349	MIM608769													
8056	MIM263400														
8060	MIM135610														
8061	MIM136515														
8065	MIM601741														
8066	MIM105580														
8068	MIM600048														
80700	MIM611946														
80704	MIM606152	MIM607483													
80705	MIM607166														
80709	MIM605729														
80712	MIM300154														
80714	MIM608127														
80724	MIM611181														
80725	MIM610786														
80727	MIM608919														
8073	MIM601584														
80736	MIM606107														
80737	MIM609693														
80739	MIM606520														
8074	MIM193100	MIM605380													
80740	MIM610435														
80741	MIM610434														
80745	MIM611751														
80746	MIM213000	MIM608753	MIM612389												
8075	MIM168710														
80755	MIM613212														
80759	MIM611688														
8076	MIM601103														
80760	MIM609783														
80761	MIM611887														
80762	MIM612050														
80764	MIM609518														
80765	MIM607050														
80767	MIM605711														
80768	MIM605726														
80770	MIM605728														
80771	MIM605738														
80776	MIM611951	MIM614175													
80777	MIM611964														
80778	MIM194526														
8078	MIM601447														
80781	MIM120328	MIM267750													
80789	MIM611349														
8079	MIM601401														
80790	MIM610112														
808	MIM114183														
8080	MIM112410														
8081	MIM602096														
80818	MIM611703														
8082	MIM601599														
80821	MIM614603														
80824	MIM607175														
8083	MIM107920														
80830	MIM607256														
80831	MIM607255														
80832	MIM181500	MIM607254													
80833	MIM607253														
80834	MIM606226														
80835	MIM606225														
8084	MIM600231														
8085	MIM147920	MIM602113													
80854	MIM606594														
80856	MIM610236														
8086	MIM231550	MIM605378													
80864	MIM609897														
8087	MIM600819														
80870	MIM127600														
80871	MIM605746														
8089	MIM602116														
80896	MIM611412														
8090	MIM181430														
8091	MIM150699	MIM600698													
8092	MIM601527	MIM613456													
8093	MIM273300														
8094	MIM600175														
80975	MIM606751														
8099	MIM602198														
81	MIM603278	MIM604638													
810	MIM114184														
8100	MIM600595														
8101	MIM109543														
8102	MIM194370														
81025	MIM611923														
81027	MIM612901	MIM613112													
81029	MIM606361														
8103	MIM602085														
81030	MIM606750														
81031	MIM208050	MIM606145													
81033	MIM608168														
81034	MIM610815														
81035	MIM607621														
81037	MIM612585														
8104	MIM156600														
8105	MIM114450	MIM211410													
8106	MIM164300	MIM602279													
811	MIM109091														
8110	MIM601672														
8111	MIM601404														
8113	MIM251600														
8114	MIM270100														
8115	MIM186960														
8118	MIM151020														
8120	MIM602166														
8123	MIM600162														
8125	MIM600832														
8126	MIM602685														
8128	MIM602546														
81285	MIM611268														
8129	MIM141750														
813	MIM603420														
8130	MIM156850														
8131	MIM600928														
8132	MIM600273														
8136	MIM194090														
8137	MIM602639														
8139	MIM256850	MIM605379													
814	MIM114080														
8140	MIM600182														
8142	MIM113721														
8144	MIM605809														
8148	MIM601574	MIM612237													
81488	MIM606485														
81490	MIM612793														
81491	MIM606915														
81492	MIM607548														
81493	MIM611750														
81494	MIM235400	MIM608593	MIM614809												
815	MIM114078														
81501	MIM605933														
81502	MIM607106														
8151	MIM601363														
8153	MIM601555														
81532	MIM611969														
81533	MIM611803														
81537	MIM612826														
81539	MIM608490														
81542	MIM610527														
81544	MIM609632														
81545	MIM608533														
81550	MIM614392														
81552	MIM611915														
81555	MIM611483														
81557	MIM300765														
81559	MIM607868														
8156	MIM221820														
81562	MIM609552														
81565	MIM607538														
81572	MIM610789														
81575	MIM612456														
81578	MIM610002														
81579	MIM611652														
816	MIM607707														
81603	MIM606125														
81605	MIM612693														
81606	MIM611763														
81607	MIM609607	MIM613573													
81608	MIM607686														
81609	MIM611541														
8161	MIM600272														
81611	MIM609611														
81614	MIM608146														
81616	MIM614363														
81617	MIM612175														
81618	MIM609554														
81620	MIM605525	MIM613804													
81621	MIM609208														
81622	MIM608204	MIM610551													
81624	MIM609129	MIM614567													
81627	MIM611673														
81628	MIM611914														
81629	MIM607660														
8163	MIM602197														
81631	MIM609604														
8165	MIM602449														
81669	MIM613482														
81671	MIM611753														
81689	MIM611006														
81693	MIM261100	MIM605799													
817	MIM607708														
8170	MIM601611														
81704	MIM243700	MIM611432	MIM614113												
81706	MIM613242														
8173	MIM212200														
8174	MIM102670														
8175	MIM600796														
8177	MIM164953														
8178	MIM600284														
81786	MIM609315														
81788	MIM608131														
81790	MIM608984	MIM614649													
81792	MIM606184														
81793	MIM606270														
81794	MIM277600	MIM608990													
81796	MIM613543														
818	MIM602123														
8181	MIM601764														
81831	MIM607974														
81832	MIM607973														
81833	MIM612739														
81839	MIM182940	MIM600145	MIM610132												
8184	MIM604559														
81846	MIM604563	MIM607697													
81847	MIM612137														
81848	MIM607984														
81849	MIM610134														
81850	MIM608820														
81851	MIM608819														
81857	MIM605589	MIM610197													
81858	MIM611885														
81861	MIM609888														
81863	MIM605749														
81864	MIM605750														
81865	MIM605751														
81866	MIM605779														
8187	MIM601069														
81875	MIM611930														
81876	MIM612565														
8188	MIM162040														
8189	MIM602388														
81890	MIM609615														
81892	MIM610211														
81894	MIM609767														
819	MIM601118														
8190	MIM601340														
8192	MIM601119														
81929	MIM609263														
8193	MIM601670														
81930	MIM611271														
81931	MIM603975														
8195	MIM209900	MIM236700	MIM604896												
8197	MIM121700														
820	MIM600474														
8200	MIM112600	MIM113100	MIM185800	MIM200700	MIM201250	MIM228900	MIM601146	MIM610017	MIM612400						
8201	MIM601308														
8202	MIM601937														
8204	MIM602490														
8205	MIM159595														
8208	MIM601245														
8209	MIM601659														
821	MIM114217														
8212	MIM109660														
8213	MIM109670														
8214	MIM192430	MIM601279													
8215	MIM601225														
8216	MIM600574														
8217	MIM147230														
8218	MIM601273														
822	MIM153615														
8220	MIM192430	MIM601755													
8221	MIM145410														
8224	MIM602705														
8225	MIM300124														
8226	MIM306480														
8227	MIM312095	MIM465000													
8228	MIM300102														
823	MIM114220														
8231	MIM304730														
8233	MIM300028														
8237	MIM300050														
8239	MIM300072														
824	MIM114230														
8241	MIM300080	MIM311900													
8242	MIM300534	MIM314690													
8243	MIM122470	MIM300040	MIM300590												
8245	MIM300136														
8246	MIM309545														
8248	MIM300010														
8249	MIM300125														
825	MIM114240	MIM253600													
8255	MIM301845														
8258	MIM309555														
8259	MIM300076														
826	MIM114170														
8260	MIM300013	MIM300855													
8263	MIM305423														
8266	MIM312070														
8268	MIM300048														
8269	MIM300059														
827	MIM300146														
8270	MIM300060														
8273	MIM312090														
8277	MIM300044														
828	MIM114212														
8284	MIM415000	MIM426000													
8287	MIM400005	MIM415000													
8288	MIM131399	MIM261500													
8289	MIM603024	MIM614607													
829	MIM601580														
8290	MIM602820														
8291	MIM253601	MIM254130	MIM603009	MIM606768											
8292	MIM603033	MIM603034													
8293	MIM603011														
8294	MIM602833														
8295	MIM603015														
830	MIM601571														
8301	MIM601626	MIM603025													
8302	MIM602893														
8303	MIM603032														
8309	MIM601641														
831	MIM114090														
8310	MIM603402														
8312	MIM114550	MIM603816	MIM607864												
8313	MIM114500	MIM604025	MIM608615												
8314	MIM603089	MIM614327													
8315	MIM604986														
8317	MIM603311														
8318	MIM603465														
832	MIM601572														
8320	MIM604615														
8321	MIM603408														
8322	MIM133780	MIM604579													
8323	MIM603409	MIM614157													
8324	MIM603410														
8325	MIM606146														
83259	MIM400022														
8326	MIM601766														
8328	MIM604383														
8329	MIM602787														
833	MIM123859														
8330	MIM602788														
8331	MIM602791														
8332	MIM602793														
8334	MIM602794														
8335	MIM602795														
8336	MIM602796														
8337	MIM142720														
8338	MIM602797														
8339	MIM602798														
83394	MIM600977	MIM608921													
834	MIM147678														
8340	MIM602800														
83401	MIM611815														
8341	MIM602801														
83416	MIM605877														
83417	MIM605876														
8342	MIM602802														
8343	MIM602804														
83439	MIM604652														
8344	MIM602805														
83440	MIM611861														
83447	MIM610796														
8345	MIM602806														
83452	MIM605950														
8346	MIM602807														
83461	MIM607749														
83463	MIM609450														
83464	MIM607630														
8347	MIM602847														
83473	MIM614697														
83475	MIM611262														
83478	MIM610586														
8348	MIM602808														
83481	MIM607553														
83482	MIM605858														
83483	MIM607647														
8349	MIM601831														
835	MIM600639														
8350	MIM602810														
8351	MIM602811														
8352	MIM602812														
8353	MIM602813														
83539	MIM610191														
8354	MIM602814														
83540	MIM611772														
83541	MIM611393														
83544	MIM610062	MIM614017													
83546	MIM609553														
83547	MIM607848														
83548	MIM606975														
83549	MIM609328														
8355	MIM602815														
83550	MIM300393														
83551	MIM606927														
83552	MIM606227	MIM609549	MIM611040												
8356	MIM602817														
8357	MIM602818														
8358	MIM602819														
8359	MIM602822														
83590	MIM614792														
83591	MIM612531														
83593	MIM607020														
83594	MIM609232														
83595	MIM612202														
83596	MIM610837														
83597	MIM607181														
836	MIM600636														
8360	MIM602823														
83604	MIM300698														
83605	MIM603284	MIM607929													
8361	MIM602824														
8362	MIM602825														
8363	MIM602826														
83636	MIM614297	MIM614298													
83637	MIM611196														
83639	MIM612665														
8364	MIM602827														
83640	MIM614547														
83642	MIM607917														
83648	MIM610085														
8365	MIM602828														
83657	MIM607168														
83658	MIM607167														
83659	MIM609002														
8366	MIM602829														
83660	MIM607349														
83661	MIM606549														
83666	MIM612065														
83667	MIM607767														
8367	MIM602830														
8368	MIM602831														
8369	MIM602832														
83692	MIM300846														
83695	MIM614085														
83696	MIM611966	MIM613192													
83697	MIM610207														
83698	MIM607176														
837	MIM602664														
8370	MIM142750														
83700	MIM606871	MIM613730													
83706	MIM607901	MIM612840													
83707	MIM610470														
83715	MIM606351	MIM609006													
83716	MIM612434														
83719	MIM609724														
8372	MIM604038														
83729	MIM612031														
83733	MIM609303														
83734	MIM610800														
83737	MIM606409	MIM613385													
83740	MIM300445														
83741	MIM610161														
83743	MIM610597														
83746	MIM611865														
83756	MIM605865														
83758	MIM611866														
83787	MIM611864														
8379	MIM176807	MIM602686													
83795	MIM607369														
838	MIM602665														
8382	MIM603575														
83844	MIM300309														
83849	MIM608081														
83851	MIM610950														
83852	MIM607865														
83853	MIM611756														
83854	MIM609336														
83855	MIM606139														
83856	MIM609829														
83858	MIM612317														
83860	MIM606576														
83863	MIM400038														
83871	MIM610917														
83872	MIM603075	MIM608548													
83873	MIM606916														
83874	MIM610020														
83875	MIM611740														
83876	MIM608080														
83877	MIM610081														
83878	MIM611810														
83879	MIM609937														
83881	MIM609852														
83884	MIM608157														
83886	MIM608018														
83888	MIM607713														
83890	MIM608039														
83892	MIM613421														
83893	MIM102530	MIM609856													
83895	MIM608822														
839	MIM601532														
83903	MIM609240														
83930	MIM611759														
83931	MIM609437														
83933	MIM608544														
83937	MIM610559														
83938	MIM614537														
83939	MIM609234														
8394	MIM603275														
83941	MIM610080														
83942	MIM610709														
83943	MIM605977														
8395	MIM602745														
83953	MIM605484														
83959	MIM217400	MIM217700	MIM610206	MIM613268											
8396	MIM603261														
8398	MIM256600	MIM603604	MIM610217	MIM612953											
83982	MIM611319														
83983	MIM610712														
83985	MIM612583														
83987	MIM614145	MIM614205													
83988	MIM606722														
8399	MIM603603														
83990	MIM114480	MIM605882	MIM609054												
83992	MIM609772														
83998	MIM609846														
83999	MIM609898														
840	MIM601761														
8400	MIM603013														
84000	MIM610050														
8401	MIM603176														
8402	MIM604165														
8403	MIM604747														
84033	MIM608616														
84034	MIM608928														
8404	MIM606041														
8405	MIM602650														
84056	MIM614764														
84057	MIM611422														
84059	MIM602851	MIM604352	MIM605472												
8406	MIM300187														
84061	MIM300715	MIM300716	MIM300853												
84062	MIM181500	MIM607145	MIM614076												
84063	MIM607762														
84068	MIM611459														
8407	MIM604634														
84072	MIM609824														
84073	MIM609835														
84075	MIM611779														
8408	MIM603168														
84084	MIM612909														
84085	MIM609101														
8409	MIM300234														
841	MIM114480	MIM114550	MIM211980	MIM601763	MIM607271										
84100	MIM209900	MIM268000	MIM608845	MIM613575											
84101	MIM610993														
84102	MIM610802														
84105	MIM609836														
84106	MIM606466														
84107	MIM608948														
84108	MIM607816														
84109	MIM606925														
8411	MIM605070														
8412	MIM604704														
84126	MIM606605														
84129	MIM614288														
84133	MIM612062														
84140	MIM606068	MIM613596													
84142	MIM611143														
84146	MIM614159	MIM614167													
84148	MIM609912														
84152	MIM604399														
84153	MIM610329	MIM610330													
84159	MIM608538														
8416	MIM603319														
84162	MIM611565														
84163	MIM608899														
84164	MIM614216														
84166	MIM613537														
84168	MIM602089	MIM606410													
8417	MIM603217														
84171	MIM607318														
84172	MIM602000														
84174	MIM606577														
84176	MIM608580														
8418	MIM603209														
84189	MIM609681														
8419	MIM603212	MIM604219	MIM611597												
842	MIM602234														
8420	MIM603238														
84206	MIM611008														
84218	MIM610809														
8422	MIM300148														
84220	MIM612708														
84221	MIM612412														
84223	MIM612477														
84224	MIM612992														
84225	MIM614312														
84230	MIM612889														
84231	MIM606692														
84232	MIM610210														
84233	MIM612988	MIM612989													
84239	MIM609556														
8424	MIM603312														
84246	MIM612382														
8425	MIM604710	MIM613177													
84251	MIM611540														
84254	MIM611411														
84258	MIM600327														
84260	MIM612654														
84261	MIM609074														
84266	MIM613305														
84267	MIM611342														
8427	MIM603397														
84271	MIM611520														
84273	MIM614919														
84275	MIM610816														
84276	MIM611516														
8428	MIM604984														
84282	MIM611358	MIM614192													
84289	MIM608525														
84295	MIM300414	MIM301900													
84296	MIM610611														
84299	MIM611802														
843	MIM137215	MIM601762	MIM603909	MIM605027											
84300	MIM614461														
84307	MIM609601														
8431	MIM601665	MIM604630													
84311	MIM611850														
84313	MIM610907														
84315	MIM611464														
84317	MIM613734														
84321	MIM606929														
84324	MIM610049														
84328	MIM610458														
84329	MIM611227														
8433	MIM604130														
84335	MIM610221														
8434	MIM605227														
84340	MIM606544														
84342	MIM606979	MIM611182													
84343	MIM606118	MIM614072													
8435	MIM601311														
8436	MIM606728														
84364	MIM606908														
84365	MIM611970														
84366	MIM609819														
8437	MIM604118														
84376	MIM607825														
8438	MIM114480	MIM603615	MIM605027												
8439	MIM603043														
844	MIM114250														
8440	MIM604930														
84417	MIM611752														
84419	MIM608409														
8443	MIM222765	MIM602744													
84432	MIM606233														
84433	MIM607210														
84434	MIM300331														
84435	MIM612302														
8444	MIM603497														
84440	MIM611999														
84441	MIM607537														
84444	MIM607375														
84445	MIM610454														
84446	MIM609235														
84447	MIM608046														
84448	MIM612544														
84449	MIM611811														
8445	MIM603496														
84451	MIM614793														
84458	MIM607698														
8446	MIM603092														
84464	MIM613278	MIM613951													
84465	MIM612454														
84466	MIM612453	MIM614399													
84467	MIM608529														
8447	MIM604568														
8448	MIM604567														
8449	MIM603405														
84498	MIM612266														
845	MIM114251	MIM604772	MIM611938												
8450	MIM300304	MIM300354													
84501	MIM609217														
84504	MIM605955														
8451	MIM603137														
84513	MIM610626														
84514	MIM608587														
84515	MIM608187														
84516	MIM612962														
84517	MIM608534														
84518	MIM611764														
84519	MIM608352														
8452	MIM603136	MIM614496													
84525	MIM607275														
84528	MIM300447														
8453	MIM603135														
84530	MIM613103														
84532	MIM614355														
84539	MIM606111														
8454	MIM603134														
84545	MIM611848														
84548	MIM300031														
8455	MIM603130														
84552	MIM608976														
84557	MIM601242														
84559	MIM400035														
8456	MIM600838	MIM601705													
84560	MIM606206														
84561	MIM611316														
84565	MIM214900														
84570	MIM610004														
84572	MIM252605	MIM607838													
8458	MIM604718														
8459	MIM603126														
846	MIM145980	MIM146200	MIM239200	MIM601199	MIM612899										
8460	MIM603125														
84612	MIM608975														
84618	MIM610525														
8462	MIM603301	MIM610508													
84620	MIM608472														
84623	MIM607761	MIM612581													
84624	MIM609991														
84627	MIM229200	MIM612078													
8463	MIM601729														
84631	MIM300561														
84632	MIM612420														
84634	MIM146110	MIM176400	MIM604161	MIM614837											
8464	MIM602947														
84647	MIM611653														
84648	MIM612616														
84649	MIM606983														
84656	MIM610660														
84658	MIM606101														
84659	MIM612484														
8466	MIM602011														
84660	MIM613481														
84661	MIM612032														
84662	MIM608539	MIM611498													
84665	MIM608517														
84666	MIM605645														
84667	MIM608059	MIM613686													
84668	MIM610531	MIM610532													
84669	MIM607740														
8467	MIM603375														
84672	MIM400039														
84674	MIM609986														
84675	MIM606469														
84676	MIM606131														
84677	MIM613396														
84678	MIM609078														
84679	MIM300368														
8468	MIM604839														
84680	MIM608405														
84681	MIM609997														
84684	MIM614027														
84687	MIM603325														
84693	MIM251120	MIM608419													
84694	MIM611924														
84695	MIM607163														
84696	MIM612195														
84698	MIM607724														
84699	MIM611998														
847	MIM115500	MIM614097													
84700	MIM607295														
84701	MIM607976	MIM612714													
84705	MIM608536														
84706	MIM138210														
84707	MIM300691														
84708	MIM609732														
8471	MIM603510														
84720	MIM614730	MIM614749													
84722	MIM613126														
84725	MIM608639														
84727	MIM611658														
8473	MIM300255														
84733	MIM602770	MIM613080													
84735	MIM609064														
84749	MIM612492														
84759	MIM610231														
8476	MIM603412														
84766	MIM614178														
8477	MIM604620														
84787	MIM613198														
8479	MIM603365														
8480	MIM603343														
84803	MIM610958														
8481	MIM300170	MIM300209	MIM300804	MIM311200											
84812	MIM605939														
84816	MIM610502														
84818	MIM610925														
8482	MIM607961	MIM614745													
84823	MIM150341	MIM608709													
84824	MIM606891														
8483	MIM603489	MIM603932													
84830	MIM614348														
84838	MIM613911														
84839	MIM610362	MIM610381	MIM613757												
8484	MIM603692														
84858	MIM613902														
84864	MIM612049														
84866	MIM613934														
84867	MIM176879														
84868	MIM606652														
8487	MIM602595														
84870	MIM610574														
84873	MIM612307														
84875	MIM609564														
84876	MIM610277	MIM612782													
84879	MIM614397														
84883	MIM605159														
84888	MIM608238														
84889	MIM300443														
84890	MIM611392														
84892	MIM614828	MIM614830													
84893	MIM607222														
84894	MIM609791														
84896	MIM614452														
84897	MIM610614														
84898	MIM606827														
8490	MIM145500	MIM603276													
84901	MIM614525														
8491	MIM604921														
84911	MIM609516														
84912	MIM610923														
84916	MIM604901	MIM607456													
84919	MIM613257														
8492	MIM249500	MIM606709													
84920	MIM603313	MIM613688													
84922	MIM609133														
84925	MIM144700	MIM602773													
84929	MIM613357														
8493	MIM114480	MIM605100													
84930	MIM188000	MIM608221													
84932	MIM607466														
84937	MIM612060														
84938	MIM611339														
84941	MIM608349														
84944	MIM611368														
84947	MIM614725	MIM614739													
8495	MIM603142														
84951	MIM608385														
84952	MIM607856														
84953	MIM612355														
84955	MIM606109														
84957	MIM611211														
84958	MIM608042														
84959	MIM609201														
8496	MIM603141														
84961	MIM609086														
84962	MIM609066														
84964	MIM613304														
84969	MIM611163														
8497	MIM603145														
84971	MIM611340														
84976	MIM607502														
8498	MIM603327														
84986	MIM611587														
84987	MIM220110	MIM614478													
84988	MIM609172														
8499	MIM603143														
84991	MIM606935														
84992	MIM610662														
84993	MIM609748														
8500	MIM611054														
85004	MIM612664														
85007	MIM614683														
8501	MIM603733														
8502	MIM604276														
85021	MIM614825														
85027	MIM608324														
8503	MIM606076														
8504	MIM214100	MIM603164	MIM614882												
8505	MIM603501														
8506	MIM602346														
8507	MIM605173														
8508	MIM603249														
8509	MIM603268														
8510	MIM603321														
8511	MIM603320														
8513	MIM601980														
8514	MIM601142														
8515	MIM604042														
8516	MIM604063														
8517	MIM300248	MIM300291	MIM300301	MIM300584	MIM300636	MIM300640	MIM308300								
8518	MIM223900	MIM308300	MIM603722												
8519	MIM604456														
8520	MIM603053														
8521	MIM603715														
8522	MIM603127														
8525	MIM601441														
8526	MIM601440														
8527	MIM601826														
8528	MIM124450														
8529	MIM604426														
8530	MIM603253														
85300	MIM601238	MIM608179													
85301	MIM608461														
8531	MIM603437														
85313	MIM607609														
85314	MIM606601														
85315	MIM607780														
8532	MIM603105														
85320	MIM117800	MIM607040													
85329	MIM606096														
8533	MIM604665														
8534	MIM603797														
8535	MIM603079														
85358	MIM606230	MIM606232	MIM613950												
85359	MIM609459														
8536	MIM604998														
85363	MIM608487														
85365	MIM607905	MIM607906													
85366	MIM192600	MIM606566													
8537	MIM602968														
85376	MIM612699														
85378	MIM251270	MIM610053													
8538	MIM604823														
8539	MIM609774														
85397	MIM607189														
8540	MIM600121	MIM603051													
85403	MIM608315														
85406	MIM606092														
85407	MIM607851														
85409	MIM607852														
8541	MIM603144														
85413	MIM608276														
85414	MIM605097														
85417	MIM300456														
8542	MIM603743	MIM612551													
8543	MIM603129														
85437	MIM610750														
85439	MIM608467														
8544	MIM603329														
85441	MIM611265														
85443	MIM613167														
85445	MIM610518														
8545	MIM603363														
85453	MIM614721														
85455	MIM607503														
85456	MIM607104														
85458	MIM610493														
8546	MIM603401	MIM608233													
85461	MIM611397														
85464	MIM606779														
85465	MIM607915														
8547	MIM604973	MIM613860													
85474	MIM607164														
85476	MIM606639	MIM609060													
85477	MIM613416														
85478	MIM611088														
85479	MIM613945														
8548	MIM608692														
85480	MIM607003														
8549	MIM606667														
85495	MIM608513														
8550	MIM606723														
85502	MIM271250														
85503	MIM300345														
85504	MIM605913														
85505	MIM605967														
85507	MIM606012														
85509	MIM607963														
8551	MIM300165														
8552	MIM300164														
8553	MIM604256														
8554	MIM603566														
8555	MIM603505														
8556	MIM603504														
85569	MIM611178														
8557	MIM212110	MIM601954	MIM604488	MIM607487											
8558	MIM603464														
8559	MIM604993														
856	MIM600676														
8562	MIM604550														
8563	MIM612733														
8564	MIM603538														
8565	MIM603623	MIM608323													
8566	MIM179020														
8567	MIM603584														
8568	MIM610653														
8569	MIM606724														
857	MIM601047	MIM612526													
8570	MIM603445														
8572	MIM166710	MIM603422													
8573	MIM213000	MIM300172	MIM300422	MIM300749											
8574	MIM603418														
8575	MIM603424	MIM612067													
8576	MIM604719														
8577	MIM603421														
8578	MIM607873														
858	MIM601048														
8581	MIM606204														
85865	MIM610920														
859	MIM123320	MIM192600	MIM601253	MIM606072	MIM607801	MIM611818	MIM614321								
8590	MIM608495														
86	MIM604958														
860	MIM119600	MIM600211													
8600	MIM259710	MIM602642													
8601	MIM607193														
8602	MIM611526														
8604	MIM603667	MIM612949													
8605	MIM603602														
8607	MIM603449														
8609	MIM604865														
861	MIM151385	MIM601399	MIM601626												
8611	MIM607124														
8612	MIM607126														
8613	MIM607125														
8614	MIM603665														
8615	MIM603344														
8618	MIM604667														
862	MIM133435														
8620	MIM604643														
8621	MIM603309														
8622	MIM603390	MIM609161	MIM614190												
8623	MIM300162	MIM400011													
8624	MIM605296														
8625	MIM209920	MIM603200													
8626	MIM103285	MIM106260	MIM129400	MIM603273	MIM603543	MIM604292	MIM605289								
8629	MIM603210														
863	MIM603870														
8630	MIM606623														
8631	MIM604969														
8632	MIM610063														
8633	MIM603610														
8634	MIM611286														
8635	MIM612944	MIM612951													
8636	MIM610882														
8637	MIM603483														
8638	MIM603281														
8639	MIM603735														
864	MIM600210														
8641	MIM603058														
8642	MIM603057														
8643	MIM155255	MIM603673	MIM605462												
8644	MIM603966														
8645	MIM603493														
8646	MIM603475														
8647	MIM308600	MIM601847	MIM603201	MIM605479											
8648	MIM602691														
8649	MIM603296														
865	MIM121360	MIM601626													
8650	MIM603728														
8651	MIM603597														
8653	MIM400010	MIM415000													
8654	MIM603310														
8655	MIM601562														
8658	MIM603303														
8659	MIM239510	MIM606811													
866	MIM122500	MIM611489													
8660	MIM125853	MIM600797													
8661	MIM602039														
86614	MIM400029	MIM415000													
8662	MIM603917														
8663	MIM603916														
8664	MIM603915														
8665	MIM603914														
8666	MIM603913														
8667	MIM603912														
8668	MIM603911														
8669	MIM603910														
867	MIM165360	MIM613563													
8671	MIM603345	MIM604278													
8672	MIM603929														
8673	MIM603177														
8674	MIM606909														
8675	MIM603233	MIM603666													
8676	MIM603552	MIM605014													
8677	MIM603765														
8678	MIM604378														
868	MIM604491														
8682	MIM603434														
8683	MIM601943														
8685	MIM604870														
8687	MIM604542														
8688	MIM604541														
8689	MIM604540														
869	MIM600432														
8690	MIM603211														
8691	MIM603266														
8692	MIM603551														
8693	MIM603565														
8694	MIM604900														
8697	MIM603462														
8698	MIM603751														
87	MIM102575														
8701	MIM603339	MIM611884													
8702	MIM604015														
8703	MIM604014														
8704	MIM604013														
8705	MIM603095														
8706	MIM111400	MIM603094													
8707	MIM603018														
8708	MIM603093														
871	MIM600943	MIM610504	MIM613848												
8710	MIM603357														
8711	MIM608076														
8712	MIM300288														
8714	MIM604323														
8715	MIM603577														
8717	MIM603500														
87178	MIM610316														
8718	MIM603366														
8720	MIM603355														
8721	MIM605107														
8722	MIM603539														
8723	MIM605931														
8724	MIM605930														
8725	MIM603494														
8726	MIM605984														
8727	MIM604785														
8728	MIM603640														
8729	MIM603698														
873	MIM114830														
8731	MIM603514														
8732	MIM603512														
8733	MIM603048														
8735	MIM603487														
8736	MIM603508														
8737	MIM603453														
8738	MIM603454	MIM614499													
8739	MIM603447														
874	MIM603608														
8740	MIM604520														
8741	MIM604472														
8742	MIM602695														
8743	MIM603598														
8744	MIM606182														
8745	MIM603710														
8747	MIM603713														
8748	MIM603712														
875	MIM236200	MIM613381													
8751	MIM605548														
8754	MIM602713	MIM612775													
8756	MIM607310														
8760	MIM603549														
8761	MIM603407														
8763	MIM603356														
8764	MIM602746														
8766	MIM605570														
8767	MIM603455														
8771	MIM603361														
8772	MIM602457	MIM613759													
8773	MIM602534														
8774	MIM603216														
8775	MIM603215														
8776	MIM300171														
87769	MIM613378														
8777	MIM603785														
8778	MIM604200														
878	MIM115660														
8780	MIM603579														
8781	MIM604239														
8782	MIM603221														
8784	MIM603905														
8785	MIM603897														
8786	MIM603895														
8787	MIM604067	MIM608415													
8788	MIM176290														
8789	MIM603027														
8790	MIM603609														
8792	MIM174810	MIM602080	MIM603499	MIM612301											
8793	MIM603614														
8794	MIM603613														
8795	MIM275355	MIM603612													
8796	MIM604112														
8797	MIM603611														
8798	MIM609181														
8799	MIM603867														
88	MIM102573	MIM212110	MIM612158												
8800	MIM603866														
8801	MIM603922														
8802	MIM245400	MIM611224													
8803	MIM603921	MIM612073													
8805	MIM188550	MIM603406													
8806	MIM603206														
8807	MIM604509														
8808	MIM604512														
8809	MIM604494														
881	MIM603960														
8811	MIM603691														
8812	MIM603544														
8813	MIM603503	MIM608799													
8814	MIM603441														
8815	MIM603811	MIM614008													
8816	MIM603812														
8817	MIM603726														
8818	MIM603564														
8819	MIM603378														
882	MIM600668														
8820	MIM182230	MIM601802													
8821	MIM607494														
8822	MIM603725														
8823	MIM300827														
8824	MIM605278														
8825	MIM603380														
8826	MIM603379														
8828	MIM602070														
8829	MIM602069														
883	MIM600547														
8830	MIM168860														
8831	MIM603384	MIM612621													
8832	MIM604513														
8833	MIM600358	MIM601626													
8835	MIM605117														
8836	MIM601509														
8837	MIM603599														
8838	MIM208230	MIM603400													
8839	MIM603399														
8840	MIM603398														
8841	MIM605166														
8842	MIM603786	MIM604365	MIM608051	MIM612095	MIM612657										
8843	MIM606039														
